00:00.329  blend            | Read blend: "/Users/dk/Projects/3d render blender 3rd attempt building/.claude/worktrees/lighting/master.blend"
[common] set_lod viewport=LOD1 render=LOD0: 6448 objects, 6 collections
[check] gating on /Users/dk/Projects/3d render blender 3rd attempt building/.claude/worktrees/lighting/master.blend (9679 objects; ORN instanced onto its sockets)
[check] 307 samples x 96 rays in 28.3s

  frame     t |      x      y     z | nearest  what                              |   agl surface                    | speed  leg
    749  31.2 |   58.4   -9.9  1.15 |    1.83  ARCH_colonnade_south_column_014_LOD1 |  1.87 ENV_ground_colonnade_walk  |  4.60  gallery
    753  31.3 |   57.8  -10.3  1.15 |    1.91  ENV_ground_colonnade_walk        |  1.88 ENV_ground_colonnade_walk  |  4.60  gallery
    757  31.5 |   57.1  -10.8  1.15 |    1.90  ENV_ground_colonnade_walk        |  1.88 ENV_ground_colonnade_walk  |  4.60  gallery
    761  31.7 |   56.5  -11.2  1.15 |    1.60  ARCH_colonnade_south_column_012_LOD1 |  1.86 ENV_ground_colonnade_walk  |  4.60  gallery
    765  31.8 |   55.9  -11.6  1.15 |    1.46  ARCH_colonnade_south_column_012_LOD1 |  1.85 ENV_ground_colonnade_walk  |  4.60  gallery
    769  32.0 |   55.3  -12.1  1.15 |    1.55  ARCH_colonnade_south_column_013_LOD1 |  1.85 ENV_ground_colonnade_walk  |  4.60  gallery
    773  32.2 |   54.6  -12.5  1.15 |    1.89  ENV_ground_colonnade_walk        |  1.87 ENV_ground_colonnade_walk  |  4.60  gallery
    777  32.3 |   54.0  -12.9  1.15 |    1.63  ARCH_colonnade_south_column_010_LOD1 |  1.88 ENV_terrain_ground         |  4.60  gallery
    781  32.5 |   53.4  -13.4  1.15 |    1.44  ARCH_colonnade_south_column_011_LOD1 |  1.87 ENV_terrain_ground         |  4.60  gallery
    785  32.7 |   52.7  -13.8  1.15 |    1.55  ARCH_colonnade_south_column_011_LOD1 |  1.86 ENV_terrain_ground         |  4.60  gallery
    789  32.8 |   52.1  -14.2  1.15 |    1.89  ENV_terrain_ground               |  1.86 ENV_terrain_ground         |  4.60  gallery
    793  33.0 |   51.4  -14.6  1.15 |    1.90  ENV_ground_colonnade_walk        |  1.88 ENV_terrain_ground         |  4.60  gallery
    797  33.2 |   50.8  -15.0  1.15 |    1.91  ARCH_colonnade_south_column_008_LOD1 |  1.88 ENV_ground_colonnade_walk  |  4.60  gallery
    801  33.3 |   50.1  -15.4  1.15 |    1.54  ARCH_colonnade_south_column_009_LOD1 |  1.87 ENV_ground_colonnade_walk  |  4.60  gallery
    805  33.5 |   49.5  -15.8  1.15 |    1.48  ARCH_colonnade_south_column_009_LOD1 |  1.88 ENV_ground_colonnade_walk  |  4.60  gallery
    809  33.7 |   48.8  -16.2  1.15 |    1.61  ARCH_colonnade_south_column_009_LOD1 |  1.89 ENV_ground_colonnade_walk  |  4.60  gallery
    813  33.8 |   48.1  -16.6  1.15 |    1.91  ENV_ground_colonnade_walk        |  1.91 ENV_ground_colonnade_walk  |  4.60  gallery
    817  34.0 |   47.5  -17.0  1.15 |    1.91  ENV_ground_colonnade_walk        |  1.90 ENV_ground_colonnade_walk  |  4.60  gallery
    821  34.2 |   46.8  -17.4  1.15 |    1.87  ARCH_colonnade_south_column_006_LOD1 |  1.86 ENV_ground_colonnade_walk  |  4.60  gallery
    825  34.3 |   46.1  -17.7  1.15 |    1.53  ARCH_colonnade_south_column_006_LOD1 |  1.84 ENV_ground_colonnade_walk  |  4.60  gallery
    829  34.5 |   45.5  -18.1  1.15 |    1.43  ARCH_colonnade_south_column_006_LOD1 |  1.84 ENV_ground_colonnade_walk  |  4.60  gallery
    833  34.7 |   44.8  -18.5  1.15 |    1.68  ARCH_colonnade_south_column_006_LOD1 |  1.85 ENV_ground_colonnade_walk  |  4.60  gallery
    837  34.8 |   44.1  -18.8  1.15 |    1.88  ENV_ground_colonnade_walk        |  1.87 ENV_ground_colonnade_walk  |  4.60  gallery
    841  35.0 |   43.5  -19.2  1.15 |    1.90  ENV_ground_colonnade_walk        |  1.88 ENV_ground_colonnade_walk  |  4.60  gallery
    845  35.2 |   42.8  -19.6  1.15 |    1.83  ARCH_colonnade_south_column_004_LOD1 |  1.89 ENV_ground_colonnade_walk  |  4.60  gallery
    849  35.3 |   42.1  -19.9  1.15 |    1.52  ARCH_colonnade_south_column_005_LOD1 |  1.89 ENV_ground_colonnade_walk  |  4.60  gallery
    853  35.5 |   41.4  -20.2  1.15 |    1.51  ARCH_colonnade_south_column_004_LOD1 |  1.86 ENV_ground_colonnade_walk  |  4.60  gallery
    857  35.7 |   40.7  -20.6  1.15 |    1.70  ARCH_colonnade_south_column_004_LOD1 |  1.85 ENV_ground_colonnade_walk  |  4.60  gallery
    861  35.8 |   40.0  -20.9  1.15 |    1.88  ENV_ground_colonnade_walk        |  1.88 ENV_ground_colonnade_walk  |  4.60  gallery
    865  36.0 |   39.3  -21.3  1.15 |    1.90  ENV_ground_colonnade_walk        |  1.90 ENV_terrain_ground         |  4.60  gallery
    869  36.2 |   38.6  -21.6  1.15 |    1.70  ARCH_colonnade_south_column_002_LOD1 |  1.88 ENV_terrain_ground         |  4.60  gallery
    873  36.3 |   38.0  -21.9  1.15 |    1.44  ARCH_colonnade_south_column_002_LOD1 |  1.86 ENV_terrain_ground         |  4.60  gallery
    877  36.5 |   37.2  -22.2  1.15 |    1.49  ARCH_colonnade_south_column_002_LOD1 |  1.84 ENV_ground_colonnade_walk  |  4.60  gallery
    881  36.7 |   36.5  -22.6  1.15 |    1.68  ARCH_colonnade_south_column_002_LOD1 |  1.83 ENV_ground_colonnade_walk  |  4.60  gallery
    885  36.8 |   35.9  -22.9  1.15 |    1.74  ARCH_colonnade_south_column_000_LOD1 |  1.83 ENV_ground_colonnade_walk  |  4.60  gallery
    889  37.0 |   35.1  -23.2  1.15 |    1.51  ARCH_colonnade_south_column_000_LOD1 |  1.83 ENV_ground_colonnade_walk  |  4.60  gallery
    893  37.2 |   34.4  -23.5  1.15 |    1.48  ARCH_colonnade_south_column_001_LOD1 |  1.86 ENV_ground_colonnade_walk  |  4.60  gallery
    897  37.3 |   33.7  -23.8  1.14 |    1.81  ARCH_colonnade_south_column_000_LOD1 |  1.86 ENV_ground_colonnade_walk  |  4.60  gallery
    901  37.5 |   33.0  -24.1  1.13 |    1.86  ENV_ground_colonnade_walk        |  1.83 ENV_ground_colonnade_walk  |  4.60  gallery
    905  37.7 |   32.3  -24.3  1.12 |    1.84  ENV_ground_colonnade_walk        |  1.81 ENV_ground_colonnade_walk  |  4.60  gallery
    909  37.8 |   31.6  -24.6  1.11 |    1.82  ENV_ground_colonnade_walk        |  1.82 ENV_ground_colonnade_walk  |  4.60  gallery
    913  38.0 |   30.9  -24.9  1.10 |    1.83  ENV_ground_colonnade_walk        |  1.82 ENV_ground_colonnade_walk  |  4.60  gallery
    917  38.2 |   30.2  -25.2  1.10 |    1.84  ENV_ground_colonnade_walk        |  1.82 ENV_ground_colonnade_walk  |  4.64  gallery
    921  38.3 |   29.4  -25.2  1.10 |    1.81  ENV_ground_colonnade_walk        |  1.80 ENV_ground_colonnade_walk  |  5.04  approach
    925  38.5 |   28.7  -24.6  1.09 |    1.76  ENV_ground_colonnade_walk        |  1.75 ENV_ground_colonnade_walk  |  5.47  approach
    929  38.7 |   28.0  -24.0  1.09 |    1.75  ENV_shrub_maho1_0946_LOD1        |  1.75 ENV_terrain_ground         |  5.59  approach
    933  38.8 |   27.1  -23.9  1.11 |    1.44  ENV_shrub_maho1_0946_LOD1        |  1.74 ENV_terrain_ground         |  5.60  approach
    937  39.0 |   26.2  -23.8  1.13 |    1.76  ENV_terrain_ground               |  1.75 ENV_terrain_ground         |  5.59  approach
    941  39.2 |   25.5  -23.2  1.15 |    1.76  ENV_terrain_ground               |  1.75 ENV_terrain_ground         |  5.60  approach
    945  39.3 |   24.9  -22.5  1.16 |    1.77  ENV_terrain_ground               |  1.75 ENV_terrain_ground         |  5.60  approach
    949  39.5 |   24.6  -21.6  1.16 |    1.77  ENV_terrain_ground               |  1.75 ENV_terrain_ground         |  5.60  approach
    953  39.7 |   24.4  -20.7  1.15 |    1.76  ENV_terrain_ground               |  1.74 ENV_terrain_ground         |  5.60  approach
    957  39.8 |   24.1  -19.8  1.14 |    1.76  ENV_terrain_ground               |  1.74 ENV_terrain_ground         |  5.60  approach
    961  40.0 |   23.7  -19.0  1.16 |    1.78  ENV_terrain_ground               |  1.76 ENV_terrain_ground         |  5.60  approach
    965  40.2 |   23.0  -18.3  1.20 |    1.82  ENV_terrain_ground               |  1.80 ENV_terrain_ground         |  5.60  approach
    969  40.3 |   22.4  -17.7  1.27 |    1.88  ENV_terrain_ground               |  1.86 ENV_terrain_ground         |  5.60  approach
    973  40.5 |   21.7  -17.0  1.37 |    1.99  ENV_terrain_ground               |  1.97 ENV_terrain_ground         |  5.60  approach
    977  40.7 |   21.0  -16.4  1.49 |    1.68  ARCH_site_platform               |  1.89 ARCH_site_step_2           |  5.60  approach
    981  40.8 |   20.3  -15.8  1.57 |    1.59  ARCH_site_platform               |  1.57 ARCH_site_platform         |  5.60  approach
    985  41.0 |   19.6  -15.3  1.64 |    1.66  ARCH_site_platform               |  1.64 ARCH_site_platform         |  5.60  approach
    989  41.2 |   18.8  -14.7  1.69 |    1.71  ARCH_site_platform               |  1.69 ARCH_site_platform         |  5.60  approach
    993  41.3 |   18.1  -14.2  1.72 |    1.74  ARCH_site_platform               |  1.72 ARCH_site_platform         |  5.60  approach
    997  41.5 |   17.3  -13.6  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1001  41.7 |   16.6  -13.0  1.77 |    1.79  ARCH_site_platform               |  1.77 ARCH_site_platform         |  5.60  approach
   1005  41.8 |   15.8  -12.4  1.78 |    1.80  ARCH_site_platform               |  1.78 ARCH_site_platform         |  5.60  approach
   1009  42.0 |   15.1  -11.9  1.78 |    1.80  ARCH_site_platform               |  1.78 ARCH_site_platform         |  5.60  approach
   1013  42.2 |   14.4  -11.3  1.78 |    1.80  ARCH_site_platform               |  1.78 ARCH_site_platform         |  5.60  approach
   1017  42.3 |   13.6  -10.7  1.77 |    1.79  ARCH_site_platform               |  1.77 ARCH_site_platform         |  5.60  approach
   1021  42.5 |   12.9  -10.1  1.76 |    1.78  ARCH_site_platform               |  1.76 ARCH_site_platform         |  5.60  approach
   1025  42.7 |   12.2   -9.5  1.76 |    1.77  ARCH_site_platform               |  1.76 ARCH_site_platform         |  5.60  approach
   1029  42.8 |   11.4   -9.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1033  43.0 |   10.7   -8.4  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1037  43.2 |   10.0   -7.8  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1041  43.3 |    9.2   -7.3  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1045  43.5 |    8.5   -6.7  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1049  43.7 |    7.7   -6.2  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1053  43.8 |    7.0   -5.6  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1057  44.0 |    6.3   -4.9  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1061  44.2 |    5.7   -4.2  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1065  44.3 |    5.0   -3.6  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1069  44.5 |    4.4   -2.9  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1073  44.7 |    3.8   -2.1  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.60  approach
   1077  44.8 |    3.3   -1.4  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  5.30  approach
   1081  45.0 |    2.8   -0.7  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  4.88  approach
   1085  45.2 |    2.3   -0.1  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  4.47  approach
   1089  45.3 |    1.9    0.5  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  4.05  approach
   1093  45.5 |    1.6    1.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  3.63  approach
   1097  45.7 |    1.2    1.4  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  3.22  approach
   1101  45.8 |    0.9    1.8  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  2.80  approach
   1105  46.0 |    0.7    2.1  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  2.38  approach
   1109  46.2 |    0.5    2.4  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  1.97  approach
   1113  46.3 |    0.3    2.6  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  1.55  approach
   1117  46.5 |    0.1    2.8  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  1.13  approach
   1121  46.7 |    0.1    2.9  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.72  approach
   1125  46.8 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.30  approach
   1129  47.0 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1133  47.2 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1137  47.3 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1141  47.5 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1145  47.7 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1149  47.8 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1153  48.0 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1157  48.2 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1161  48.3 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1165  48.5 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1169  48.7 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1173  48.8 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1177  49.0 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1181  49.2 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1185  49.3 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1189  49.5 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1193  49.7 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1197  49.8 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1201  50.0 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1205  50.2 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1209  50.3 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1213  50.5 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1217  50.7 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1221  50.8 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach
   1224  51.0 |    0.0    3.0  1.75 |    1.77  ARCH_site_platform               |  1.75 ARCH_site_platform         |  0.00  approach

[gate] clearance : min 1.43 m overall | outside the gallery 1.44 (>= 1.5) | gallery 1.43 (>= 1.35, geometric max on the centreline 1.40) FAIL: f933 1.44 < 1.5 (ENV_shrub_maho1_0946_LOD1)
[gate] level     : min agl 1.57 m (>= 1.5); over water min z 1.60 (>= -0.8, 88 samples over the lagoon) PASS
[gate] legs      : water 1-404@9.2  shore 404-571@5.6  gallery 571-917@4.6  approach 917-1128@5.6Blender 5.2.1 LTS (hash 9e2066aef7ef built 2026-08-25 01:35:57)

[gate] speed     : land max 5.60 m/s at f986 (<= 6.0); water crossing is the ONE window frames 1-404 (boundary: first land frame 405), max 9.20 m/s (<= 10.0) PASS
[gate] holds     : hero 3.50s  dome 4.04s  (each >= 3.0s) PASS

[check] path 250.9 m over 1224 frames @ 24 fps = 51.0 s, mean 4.92 m/s
[check] RESULT: FAIL (clearance)
blender_run.sh: pid 56900 exited rc=1 after 42 s (max 1800)
